subject_id,canonical_finger_position,b_keypoints_a,b_keypoints_b,c_keypoints_a,c_keypoints_b,b_descriptors_a,b_descriptors_b,c_descriptors_a,c_descriptors_b,b_cap_a,b_cap_b,c_cap_a,c_cap_b,b_scale_distribution_a,b_scale_distribution_b,c_scale_distribution_a,c_scale_distribution_b,b_median_keypoint_size_a,b_median_keypoint_size_b,c_median_keypoint_size_a,c_median_keypoint_size_b,b_mutual_matches,c_mutual_matches,b_ransac_input,c_ransac_input,b_score,c_score,score_delta_c_minus_b,b_decision,c_decision,b_stage,c_stage,stage_transition
00001012,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1231;1:187;2:1213;3:325;4:44,0:2271;1:261;2:342;3:95;4:31,0:618;1:561;2:1626;3:173;4:22,0:2256;1:209;2:336;3:145;4:54,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,2,5,2,5,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001012,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1855;1:337;2:473;3:223;4:112,0:2369;1:281;2:250;3:77;4:23,0:2006;1:249;2:435;3:197;4:113,0:2270;1:214;2:314;3:132;4:70,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,10,9,10,9,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001012,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1930;1:317;2:469;3:195;4:89,0:2398;1:272;2:246;3:59;4:25,0:2034;1:232;2:425;3:200;4:109,0:2256;1:211;2:327;3:141;4:65,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,6,4,6,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001012,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1932;1:140;2:715;3:180;4:33,0:2342;1:283;2:267;3:81;4:27,0:733;1:633;2:1071;3:433;4:130,0:2203;1:210;2:379;3:138;4:70,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,8,4,8,4,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001012,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2442;1:280;2:190;3:58;4:30,0:2052;1:367;2:414;3:128;4:39,0:2277;1:192;2:327;3:147;4:57,0:2109;1:241;2:370;3:176;4:104,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,9,5,9,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001012,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1856;1:350;2:505;3:195;4:94,0:2336;1:276;2:286;3:73;4:29,0:2032;1:224;2:430;3:203;4:111,0:2304;1:192;2:332;3:115;4:57,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,8,1,8,1,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001012,8,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2344;1:156;2:433;3:59;4:8,0:2424;1:250;2:245;3:63;4:18,0:1064;1:1137;2:657;3:132;4:10,0:2263;1:232;2:346;3:117;4:42,4.000000000000001,4.000000000000001,2.8284271247461903,4.000000000000001,13,3,13,3,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001012,9,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1925;1:331;2:478;3:190;4:76,0:2408;1:288;2:224;3:58;4:22,0:2049;1:240;2:406;3:203;4:102,0:2274;1:223;2:322;3:126;4:55,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,2,6,2,6,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001012,10,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1872;1:187;2:620;3:245;4:76,0:2390;1:234;2:267;3:84;4:25,0:1326;1:579;2:677;3:312;4:106,0:2290;1:207;2:348;3:108;4:47,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,6,1,6,1,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001013,1,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1485;1:825;2:511;3:127;4:52,0:2457;1:245;2:212;3:53;4:33,0:510;1:896;2:843;3:534;4:217,0:2343;1:190;2:293;3:110;4:64,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,7,9,7,9,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2172;1:187;2:554;3:80;4:7,0:2320;1:283;2:251;3:94;4:52,0:1938;1:263;2:516;3:203;4:80,0:2353;1:191;2:291;3:103;4:62,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,3,2,3,2,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001013,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1863;1:300;2:578;3:195;4:64,0:2244;1:321;2:288;3:97;4:50,0:703;1:725;2:1098;3:376;4:98,0:2266;1:211;2:309;3:121;4:93,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,7,5,7,5,3,3,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1928;1:344;2:477;3:188;4:63,0:2230;1:341;2:290;3:93;4:46,0:1026;1:968;2:623;3:259;4:124,0:2197;1:247;2:332;3:137;4:87,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,3,4,3,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1159;1:400;2:940;3:391;4:110,0:2255;1:280;2:321;3:94;4:50,0:485;1:620;2:1143;3:510;4:242,0:2349;1:170;2:277;3:135;4:69,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4,1,4,1,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001013,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2265;1:312;2:273;3:94;4:56,0:2288;1:292;2:293;3:93;4:34,0:2171;1:231;2:342;3:161;4:95,0:2181;1:250;2:338;3:149;4:82,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4,3,4,3,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1951;1:229;2:514;3:224;4:82,0:2216;1:333;2:308;3:96;4:47,0:2169;1:161;2:428;3:161;4:81,0:2210;1:226;2:329;3:140;4:95,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,3,3,3,3,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,8,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2172;1:210;2:458;3:126;4:34,0:2225;1:313;2:311;3:111;4:40,0:2098;1:228;2:419;3:186;4:69,0:2269;1:213;2:328;3:121;4:69,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,5,1,5,1,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001013,9,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2279;1:247;2:346;3:89;4:39,0:2151;1:358;2:323;3:114;4:54,0:2148;1:231;2:404;3:155;4:62,0:2223;1:214;2:312;3:155;4:96,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,12,4,12,4,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001013,10,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1903;1:302;2:505;3:217;4:73,0:2238;1:324;2:306;3:86;4:46,0:2131;1:222;2:397;3:172;4:78,0:2379;1:190;2:260;3:105;4:66,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,2,4,2,4,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001014,1,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2167;1:296;2:313;3:131;4:93,0:2223;1:360;2:288;3:92;4:37,0:2222;1:211;2:349;3:150;4:68,0:2267;1:180;2:295;3:187;4:71,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,5,4,5,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001014,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1377;1:303;2:898;3:314;4:108,0:2406;1:246;2:224;3:66;4:58,0:355;1:621;2:1356;3:508;4:160,0:2417;1:218;2:280;3:65;4:20,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,3,5,3,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001014,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2184;1:249;2:398;3:125;4:44,0:2291;1:263;2:276;3:104;4:66,0:2111;1:263;2:414;3:158;4:54,0:2349;1:215;2:315;3:89;4:32,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,15,3,15,3,5,2,-3,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001014,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1984;1:367;2:430;3:159;4:60,0:2372;1:247;2:257;3:77;4:47,0:1326;1:730;2:562;3:259;4:123,0:2521;1:125;2:245;3:80;4:29,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,12,6,12,6,6,2,-4,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001014,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2036;1:245;2:487;3:177;4:55,0:2412;1:194;2:248;3:88;4:58,0:597;1:878;2:1059;3:362;4:104,0:2647;1:100;2:182;3:44;4:27,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,2,4,2,4,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001014,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2177;1:276;2:338;3:123;4:86,0:2328;1:295;2:257;3:77;4:43,0:2178;1:230;2:398;3:142;4:52,0:2382;1:149;2:311;3:114;4:44,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,10,5,10,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001014,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1997;1:272;2:463;3:196;4:72,0:2320;1:232;2:285;3:93;4:70,0:270;1:1249;2:904;3:399;4:178,0:2401;1:172;2:269;3:100;4:58,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,6,5,6,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001014,8,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2107;1:258;2:404;3:164;4:67,0:2170;1:319;2:328;3:108;4:75,0:1615;1:651;2:481;3:169;4:84,0:2239;1:205;2:341;3:142;4:73,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,9,4,9,4,5,2,-3,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001014,9,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2083;1:314;2:420;3:121;4:62,0:2228;1:309;2:277;3:107;4:79,0:1176;1:868;2:648;3:221;4:87,0:2359;1:182;2:300;3:104;4:55,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,7,10,7,10,4,2,-2,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001014,10,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2330;1:189;2:340;3:103;4:38,0:2234;1:272;2:293;3:118;4:83,0:2292;1:232;2:371;3:81;4:24,0:2540;1:129;2:219;3:72;4:40,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,5,5,5,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,1,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2007;1:275;2:395;3:220;4:103,0:2220;1:281;2:316;3:120;4:63,0:2181;1:225;2:388;3:139;4:67,0:2308;1:197;2:296;3:122;4:77,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,3,8,3,8,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:468;1:1501;2:805;3:188;4:38,0:2299;1:284;2:292;3:83;4:42,0:122;1:1233;2:1268;3:335;4:42,0:2289;1:211;2:328;3:121;4:51,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,2,4,2,4,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001015,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1669;1:365;2:572;3:276;4:118,0:2159;1:315;2:347;3:124;4:55,0:1514;1:530;2:574;3:264;4:118,0:2232;1:229;2:353;3:114;4:72,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,6,4,6,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1700;1:404;2:546;3:246;4:104,0:2188;1:322;2:340;3:106;4:44,0:1080;1:756;2:690;3:324;4:150,0:2249;1:240;2:321;3:124;4:66,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,3,4,3,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1674;1:411;2:582;3:236;4:97,0:2161;1:320;2:346;3:128;4:45,0:835;1:1027;2:670;3:316;4:152,0:2278;1:199;2:324;3:138;4:61,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,7,0,7,0,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001015,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2067;1:305;2:390;3:155;4:83,0:2295;1:292;2:281;3:91;4:41,0:2126;1:209;2:377;3:181;4:107,0:2289;1:210;2:326;3:116;4:59,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,3,0,3,0,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001015,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1985;1:290;2:454;3:197;4:74,0:2245;1:280;2:307;3:113;4:55,0:2017;1:274;2:438;3:188;4:83,0:2287;1:211;2:331;3:118;4:53,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,2,7,2,7,0,2,2,rejected,rejected,insufficient_mutual_matches,valid_model_but_0_to_3_inliers,insufficient_mutual_matches -> valid_model_but_0_to_3_inliers
00001015,8,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1660;1:473;2:540;3:231;4:96,0:2288;1:283;2:294;3:92;4:43,0:1325;1:613;2:607;3:318;4:137,0:2278;1:200;2:334;3:125;4:63,4.000000000000001,2.8284271247461903,4.000000000000001,4.000000000000001,3,5,3,5,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,9,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1799;1:393;2:512;3:222;4:74,0:2268;1:315;2:280;3:104;4:33,0:449;1:979;2:868;3:481;4:223,0:2255;1:227;2:307;3:133;4:78,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,5,3,5,3,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001015,10,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1979;1:312;2:424;3:197;4:88,0:2213;1:331;2:314;3:100;4:42,0:2117;1:281;2:372;3:153;4:77,0:2267;1:226;2:309;3:133;4:65,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4,2,4,2,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001016,1,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2222;1:355;2:283;3:95;4:45,0:2058;1:339;2:368;3:163;4:72,0:2244;1:253;2:288;3:128;4:87,0:2362;1:141;2:275;3:132;4:90,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,13,6,13,6,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001016,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1689;1:430;2:557;3:224;4:100,0:2092;1:317;2:346;3:158;4:87,0:264;1:825;2:1368;3:451;4:92,0:2325;1:180;2:283;3:122;4:90,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,13,11,13,11,4,2,-2,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001016,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1737;1:334;2:609;3:235;4:85,0:2086;1:317;2:358;3:163;4:76,0:615;1:1268;2:741;3:279;4:97,0:2284;1:195;2:300;3:123;4:98,4.000000000000001,4.000000000000001,2.8284271247461903,4.000000000000001,19,8,19,8,5,2,-3,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001016,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1521;1:393;2:667;3:303;4:116,0:2183;1:316;2:315;3:118;4:68,0:245;1:1083;2:1097;3:416;4:159,0:2243;1:245;2:318;3:129;4:65,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,13,8,13,8,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001016,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1702;1:523;2:536;3:180;4:59,0:2186;1:281;2:312;3:140;4:81,0:419;1:1237;2:831;3:402;4:111,0:2335;1:148;2:337;3:107;4:73,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,9,9,9,9,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001016,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2162;1:376;2:301;3:106;4:55,0:2066;1:338;2:353;3:165;4:78,0:2070;1:202;2:427;3:177;4:124,0:2221;1:197;2:342;3:151;4:89,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,20,15,20,15,5,2,-3,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001016,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1835;1:307;2:516;3:222;4:120,0:2170;1:327;2:316;3:125;4:62,0:2073;1:249;2:398;3:178;4:102,0:2354;1:151;2:292;3:121;4:82,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,17,7,17,7,8,2,-6,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001016,8,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1941;1:327;2:509;3:165;4:58,0:2160;1:300;2:327;3:136;4:77,0:878;1:819;2:903;3:317;4:83,0:2336;1:178;2:286;3:120;4:80,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,8,4,8,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001016,9,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1889;1:410;2:450;3:178;4:73,0:2133;1:325;2:311;3:155;4:76,0:1419;1:659;2:617;3:211;4:94,0:2206;1:206;2:342;3:143;4:103,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,12,5,12,5,8,2,-6,accepted,rejected,accepted_4_or_more_inliers,valid_model_but_0_to_3_inliers,accepted_4_or_more_inliers -> valid_model_but_0_to_3_inliers
00001016,10,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1885;1:362;2:468;3:200;4:85,0:2085;1:331;2:363;3:159;4:62,0:1896;1:341;2:436;3:211;4:116,0:2194;1:173;2:360;3:165;4:108,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,7,9,7,9,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001017,1,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2232;1:210;2:389;3:116;4:53,0:2196;1:266;2:361;3:119;4:58,0:2394;1:156;2:288;3:104;4:58,0:2261;1:200;2:301;3:143;4:95,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,5,4,5,4,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001017,2,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1951;1:355;2:424;3:178;4:92,0:2161;1:291;2:363;3:126;4:59,0:240;1:528;2:1482;3:558;4:192,0:2275;1:193;2:307;3:144;4:81,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,0,1,0,1,0,0,0,rejected,rejected,insufficient_mutual_matches,insufficient_mutual_matches,insufficient_mutual_matches -> insufficient_mutual_matches
00001017,3,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1882;1:224;2:612;3:210;4:72,0:2189;1:277;2:323;3:124;4:87,0:723;1:854;2:1150;3:232;4:41,0:2349;1:186;2:288;3:105;4:72,4.000000000000001,4.000000000000001,4.000000000000001,2.8284271247461903,5,3,5,3,2,2,0,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
00001017,4,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:879;1:1281;2:692;3:123;4:25,0:2118;1:258;2:357;3:172;4:95,0:201;1:1232;2:1198;3:337;4:32,0:2322;1:195;2:277;3:113;4:93,2.8284271247461903,4.000000000000001,4.000000000000001,4.000000000000001,3,2,3,2,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001017,5,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1093;1:878;2:722;3:222;4:85,0:2179;1:319;2:324;3:128;4:50,0:399;1:907;2:919;3:575;4:200,0:2252;1:189;2:315;3:149;4:95,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,0,1,0,1,0,0,0,rejected,rejected,insufficient_mutual_matches,insufficient_mutual_matches,insufficient_mutual_matches -> insufficient_mutual_matches
00001017,6,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:2212;1:226;2:377;3:135;4:50,0:2184;1:259;2:371;3:128;4:58,0:2264;1:228;2:365;3:108;4:35,0:2272;1:200;2:299;3:142;4:87,4.000000000000001,4.000000000000001,4.000000000000001,4.000000000000001,4,1,4,1,2,0,-2,rejected,rejected,valid_model_but_0_to_3_inliers,insufficient_mutual_matches,valid_model_but_0_to_3_inliers -> insufficient_mutual_matches
00001017,7,3000,3000,3000,3000,3000,3000,3000,3000,True,True,True,True,0:1941;1:254;2:514;3:213;4:78,0:2228;1:264;2:305;3:125;4:78,0:2154;1:166;2:405;3:186;4:89,0:2327;1:182;2:293;3:115;4:83,4.000000000000001,4.000000000000001,2.8284271247461903,4.000000000000001,5,3,5,3,3,2,-1,rejected,rejected,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers,valid_model_but_0_to_3_inliers -> valid_model_but_0_to_3_inliers
