dataset,protocol,pair_id,subject_id,canonical_finger_position,strata,primary_status,rerun_status,status_equal,primary_error_code,rerun_error_code,error_code_equal,primary_raw_score,rerun_raw_score,raw_score_text_equal,raw_score_abs_delta,raw_score_within_tolerance,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,primary_method_compare_ms,rerun_method_compare_ms,primary_compare_ms,rerun_compare_ms,primary_total_ms,rerun_total_ms,reproducible
sd300b,roll_self,sd300b_roll_self_00001364_07,00001364,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,18.6398,15.8011,19.1347,16.5249,540.4243,541.1094,true
sd300b,roll_self,sd300b_roll_self_00001379_01,00001379,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.0363,15.9601,16.5574,16.7497,564.5494,567.4566,true
sd300b,roll_self,sd300b_roll_self_00001384_10,00001384,10,deterministic_positive_sample,ok,ok,true,,,true,793.225207179351,793.225207179351,true,0.0,true,true,true,true,8.153,8.2258,8.6487,8.9141,409.8261,397.9722,true
sd300b,roll_self,sd300b_roll_self_00001401_06,00001401,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,17.297499,16.7759,17.8145,17.4369,600.6144,601.6488,true
sd300b,roll_self,sd300b_roll_self_00001403_02,00001403,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.288499,15.4585,16.7882,16.2227,501.9319,503.6675,true
sd300b,roll_self,sd300b_roll_self_00001408_06,00001408,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.774401,16.6491,17.2897,17.4007,571.8046,567.3353,true
sd300b,roll_self,sd300b_roll_self_00001411_07,00001411,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.859799,16.6622,17.4031,17.3801,519.1678,513.7212,true
sd300b,roll_self,sd300b_roll_self_00001439_02,00001439,2,low_positive_both_resolutions,ok,ok,true,,,true,275.211967465337,275.211967465337,true,0.0,true,true,true,true,1.996301,2.1321,2.4641,2.7062,396.8873,400.328,true
sd300b,roll_self,sd300b_roll_self_00001439_05,00001439,5,low_positive_both_resolutions,ok,ok,true,,,true,23.165117663467225,23.165117663467225,true,0.0,true,true,true,true,0.0397,0.1307,0.3857,0.6954,300.8904,301.9189,true
sd300b,roll_self,sd300b_roll_self_00001439_06,00001439,6,low_positive_both_resolutions,ok,ok,true,,,true,163.6690077578728,163.6690077578728,true,0.0,true,true,true,true,0.436401,0.5312,0.8455,1.0987,316.7981,324.2581,true
sd300b,roll_self,sd300b_roll_self_00001439_10,00001439,10,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.144001,0.2391,0.5592,0.7665,289.6739,296.3387,true
sd300b,roll_self,sd300b_roll_self_00001440_06,00001440,6,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,15.241701,16.0773,15.8207,16.7887,551.008,577.5727,true
sd300b,roll_self,sd300b_roll_self_00001440_10,00001440,10,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.44,21.711,16.9463,22.4546,580.3909,584.6125,true
sd300b,roll_self,sd300b_roll_self_00001449_09,00001449,9,low_positive_both_resolutions,ok,ok,true,,,true,222.15297498445517,222.15297498445517,true,0.0,true,true,true,true,3.6972,3.6465,4.0812,4.2396,359.582,351.0336,true
sd300b,roll_self,sd300b_roll_self_00001450_07,00001450,7,low_positive_both_resolutions,ok,ok,true,,,true,544.6277112623603,544.6277112623603,true,0.0,true,true,true,true,5.442501,5.4323,5.9785,6.0285,359.5331,366.9076,true
sd300b,roll_self,sd300b_roll_self_00001450_10,00001450,10,low_positive_both_resolutions,ok,ok,true,,,true,233.61969630109917,233.61969630109917,true,0.0,true,true,true,true,0.8651,1.0025,1.2772,1.6037,359.3135,373.2447,true
sd300b,roll_self,sd300b_roll_self_00001455_01,00001455,1,low_positive_both_resolutions,ok,ok,true,,,true,54.38764445112881,54.38764445112881,true,0.0,true,true,true,true,0.097599,0.1891,0.5061,0.7401,309.0576,302.5992,true
sd300b,roll_self,sd300b_roll_self_00001455_10,00001455,10,low_positive_both_resolutions,ok,ok,true,,,true,226.0574141424522,226.0574141424522,true,0.0,true,true,true,true,1.885101,1.8554,2.2964,2.4523,353.8283,353.0951,true
sd300b,roll_self,sd300b_roll_self_00001463_08,00001463,8,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,15.443301,17.4775,15.9492,18.2246,777.4841,815.5351,true
sd300b,roll_self,sd300b_roll_self_00001467_02,00001467,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.366401,16.2579,16.8879,16.9529,469.4856,473.7932,true
sd300b,roll_self,sd300b_roll_self_00001474_08,00001474,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.8295,15.7546,15.3481,16.4442,511.7148,530.6615,true
sd300b,roll_self,sd300b_roll_self_00001479_03,00001479,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.8055,15.9865,16.3017,16.679,451.0451,456.5634,true
sd300b,roll_self,sd300b_roll_self_00001485_10,00001485,10,low_positive_both_resolutions,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.0249,0.1813,0.439,0.9378,282.7071,285.1803,true
sd300b,roll_self,sd300b_roll_self_00001491_07,00001491,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.6208,16.8252,16.1335,17.485,448.317,465.8607,true
sd300b,roll_self,sd300b_roll_self_00001509_05,00001509,5,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,15.606,17.9549,16.1061,18.6492,618.5048,644.7472,true
sd300b,roll_self,sd300b_roll_self_00001513_03,00001513,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.7777,14.8507,15.2805,15.5411,469.9106,461.086,true
sd300b,roll_self,sd300b_roll_self_00001513_07,00001513,7,low_positive_both_resolutions,ok,ok,true,,,true,198.64435184859735,198.64435184859735,true,0.0,true,true,true,true,0.64,0.6708,1.0106,1.2144,335.5814,342.9418,true
sd300b,roll_self,sd300b_roll_self_00001515_05,00001515,5,low_positive_both_resolutions,ok,ok,true,,,true,185.7649102242319,185.7649102242319,true,0.0,true,true,true,true,0.582299,0.6757,0.9908,1.2482,329.3083,324.797,true
sd300b,roll_self,sd300b_roll_self_00001518_02,00001518,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.435301,14.3206,14.9426,14.9717,404.6496,394.3191,true
sd300b,roll_self,sd300b_roll_self_00001518_04,00001518,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.1394,15.8341,15.7098,16.5004,440.0936,453.748,true
sd300b,roll_self,sd300b_roll_self_00001532_07,00001532,7,deterministic_positive_sample,ok,ok,true,,,true,1142.392574837074,1142.392574837074,true,0.0,true,true,true,true,16.5296,15.7605,17.0635,16.4248,442.461,449.2911,true
sd300b,roll_self,sd300b_roll_self_00001539_04,00001539,4,low_positive_both_resolutions,ok,ok,true,,,true,245.27814445193312,245.27814445193312,true,0.0,true,true,true,true,0.995401,0.9942,1.4255,1.5322,318.2701,316.9638,true
sd300b,roll_self,sd300b_roll_self_00001539_09,00001539,9,low_positive_both_resolutions,ok,ok,true,,,true,279.43949325541394,279.43949325541394,true,0.0,true,true,true,true,1.147,1.2688,1.5079,1.9149,296.6896,298.7224,true
sd300b,roll_self,sd300b_roll_self_00001545_10,00001545,10,low_positive_both_resolutions,ok,ok,true,,,true,303.57038520610286,303.57038520610286,true,0.0,true,true,true,true,1.3082,1.5741,1.7314,2.1605,346.035,353.9634,true
sd300b,roll_self,sd300b_roll_self_00001547_10,00001547,10,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.7753,15.817,15.2942,16.5286,431.8012,435.1187,true
sd300b,roll_self,sd300b_roll_self_00001551_09,00001551,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.7688,14.9473,15.2501,15.5811,331.4424,341.6021,true
sd300b,roll_self,sd300b_roll_self_00001556_07,00001556,7,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,14.1081,14.3493,14.5962,14.9779,489.012,488.447,true
sd300b,roll_self,sd300b_roll_self_00001566_02,00001566,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.939,14.504,15.4504,15.2212,463.5471,469.451,true
sd300b,roll_self,sd300b_roll_self_00001572_01,00001572,1,low_positive_both_resolutions,ok,ok,true,,,true,31.89454412241004,31.89454412241004,true,0.0,true,true,true,true,0.0527,0.123,0.4525,0.6567,293.3836,296.6705,true
sd300b,roll_self,sd300b_roll_self_00001572_02,00001572,2,low_positive_both_resolutions,ok,ok,true,,,true,106.65812994866988,106.65812994866988,true,0.0,true,true,true,true,0.2105,0.2716,0.6402,0.7956,283.166,285.7785,true
sd300b,roll_self,sd300b_roll_self_00001572_03,00001572,3,low_positive_both_resolutions,ok,ok,true,,,true,291.9119366934916,291.9119366934916,true,0.0,true,true,true,true,1.2874,1.4761,1.6932,2.0306,267.2288,273.897,true
sd300b,roll_self,sd300b_roll_self_00001572_04,00001572,4,low_positive_both_resolutions,ok,ok,true,,,true,210.3027999994313,210.3027999994313,true,0.0,true,true,true,true,0.7033,0.7362,1.2132,1.2945,272.7641,267.2265,true
sd300b,roll_self,sd300b_roll_self_00001572_05,00001572,5,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.13,0.2269,0.4981,0.7291,269.6492,271.3718,true
sd300b,roll_self,sd300b_roll_self_00001580_07,00001580,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.4899,14.7353,14.9871,15.3716,430.7027,434.5914,true
sd300b,roll_self,sd300b_roll_self_00001586_04,00001586,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,21.6564,16.8249,22.3013,17.4576,435.2159,432.8445,true
sd300b,roll_self,sd300b_roll_self_00001587_08,00001587,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.8158,17.0779,16.3158,17.8,554.4758,570.9495,true
sd300b,roll_self,sd300b_roll_self_00001591_02,00001591,2,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,15.8309,15.1366,16.3615,15.9054,446.6284,452.7793,true
sd300b,roll_self,sd300b_roll_self_00001597_01,00001597,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.9826,16.4682,16.4653,17.0984,547.7695,561.2358,true
sd300b,roll_self,sd300b_roll_self_00001600_04,00001600,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,18.5665,16.203,19.0817,16.8129,551.0703,539.6608,true
sd300b,roll_self,sd300b_roll_self_00001611_01,00001611,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.619,15.0183,15.1379,15.6597,471.8641,477.6298,true
sd300b,roll_self,sd300b_roll_self_00001613_04,00001613,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.78,16.1488,17.3031,16.7831,661.1626,665.2283,true
sd300b,roll_self,sd300b_roll_self_00001621_02,00001621,2,deterministic_positive_sample,ok,ok,true,,,true,1118.684960262099,1118.684960262099,true,0.0,true,true,true,true,17.3875,15.9869,17.9251,16.6814,490.2114,502.6583,true
sd300b,roll_self,sd300b_roll_self_00001622_02,00001622,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.9738,15.0761,15.4897,15.6938,464.018,461.5774,true
sd300b,roll_self,sd300b_roll_self_00001622_04,00001622,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.9715,15.13,15.4709,15.7797,420.399,436.1729,true
sd300b,roll_self,sd300b_roll_self_00001630_06,00001630,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.3344,16.6628,16.8661,17.286,536.7518,530.91,true
sd300b,roll_self,sd300b_roll_self_00001641_07,00001641,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.3812,16.2138,16.8921,16.846,463.9814,482.9707,true
sd300b,roll_self,sd300b_roll_self_00001645_02,00001645,2,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,15.7975,16.1625,16.3261,16.7771,433.2999,443.7295,true
sd300b,roll_self,sd300b_roll_self_00001645_09,00001645,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.1641,17.1668,14.6657,17.9043,417.2639,414.6602,true
sd300b,roll_self,sd300b_roll_self_00001657_03,00001657,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.6591,16.2817,16.159,16.9668,525.1188,530.8591,true
sd300b,roll_self,sd300b_roll_self_00001670_10,00001670,10,low_positive_both_resolutions,ok,ok,true,,,true,267.7456539894052,267.7456539894052,true,0.0,true,true,true,true,1.1795,1.265,1.5248,1.7603,329.75,341.8066,true
sd300b,roll_self,sd300b_roll_self_00001684_06,00001684,6,deterministic_positive_sample,ok,ok,true,,,true,1061.369515010309,1061.369515010309,true,0.0,true,true,true,true,12.8868,12.522,13.3865,13.1137,424.3813,422.788,true
sd300b,roll_self,sd300b_roll_self_00001684_10,00001684,10,low_positive_both_resolutions,ok,ok,true,,,true,198.64435184859735,198.64435184859735,true,0.0,true,true,true,true,0.5484,0.713,0.9649,1.4241,337.2672,336.6705,true
sd300b,roll_self,sd300b_roll_self_00001685_08,00001685,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.1076,15.456,19.6204,16.057,491.6231,489.6407,true
sd300b,roll_self,sd300b_roll_self_00001687_04,00001687,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.8789,16.5051,15.3863,17.1455,659.6108,665.1159,true
sd300b,roll_self,sd300b_roll_self_00001692_04,00001692,4,low_positive_both_resolutions,ok,ok,true,,,true,361.8626259602725,361.8626259602725,true,0.0,true,true,true,true,2.0138,1.9617,2.4376,2.4425,335.8375,325.5205,true
sd300b,roll_self,sd300b_roll_self_00001692_05,00001692,5,self_zero_sd300b_only,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0197,0.0985,0.42,0.5552,290.3993,290.6536,true
sd300b,roll_self,sd300b_roll_self_00001692_06,00001692,6,low_positive_both_resolutions,ok,ok,true,,,true,186.98590369776346,186.98590369776346,true,0.0,true,true,true,true,0.5685,0.6472,0.975,1.1317,344.0747,333.8261,true
sd300b,roll_self,sd300b_roll_self_00001692_09,00001692,9,low_positive_both_resolutions,ok,ok,true,,,true,210.3027999994313,210.3027999994313,true,0.0,true,true,true,true,0.6487,0.7025,1.0749,1.1989,321.8514,326.9351,true
sd300b,roll_self,sd300b_roll_self_00001692_10,00001692,10,deterministic_positive_sample,ok,ok,true,,,true,558.5240166968554,558.5240166968554,true,0.0,true,true,true,true,5.2768,5.2189,5.7222,5.7437,374.7839,383.7288,true
sd300b,roll_self,sd300b_roll_self_00001699_02,00001699,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.457,17.1071,17.0586,17.7398,553.281,556.2851,true
sd300b,roll_self,sd300b_roll_self_00001700_07,00001700,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.0731,17.0632,16.5794,17.695,538.5372,545.5825,true
sd300b,roll_self,sd300b_roll_self_00001717_10,00001717,10,deterministic_positive_sample,ok,ok,true,,,true,664.9822775201776,664.9822775201776,true,0.0,true,true,true,true,5.4062,5.6201,5.9052,6.1105,336.785,316.9027,true
sd300b,roll_self,sd300b_roll_self_00001718_10,00001718,10,deterministic_positive_sample,ok,ok,true,,,true,1049.711066859475,1049.711066859475,true,0.0,true,true,true,true,12.1754,12.0394,12.634,12.7576,386.265,355.8887,true
sd300b,roll_self,sd300b_roll_self_00001725_01,00001725,1,low_positive_both_resolutions,ok,ok,true,,,true,175.32745590870678,175.32745590870678,true,0.0,true,true,true,true,0.4616,0.5023,0.8187,0.974,392.6834,328.6214,true
sd300b,roll_self,sd300b_roll_self_00001725_04,00001725,4,low_positive_both_resolutions,ok,ok,true,,,true,210.3027999994313,210.3027999994313,true,0.0,true,true,true,true,0.6831,0.6645,1.0454,1.1494,328.6481,291.1566,true
sd300b,roll_self,sd300b_roll_self_00001725_06,00001725,6,low_positive_both_resolutions,ok,ok,true,,,true,186.98590369776346,186.98590369776346,true,0.0,true,true,true,true,0.51,0.5901,0.8791,1.3282,426.8435,373.0966,true
sd300b,roll_self,sd300b_roll_self_00001725_07,00001725,7,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.1345,0.2758,0.4523,0.7962,314.4174,270.7726,true
sd300b,roll_self,sd300b_roll_self_00001725_08,00001725,8,low_positive_both_resolutions,ok,ok,true,,,true,233.61969630109917,233.61969630109917,true,0.0,true,true,true,true,0.9932,1.0319,1.4188,1.586,385.2934,313.5467,true
sd300b,roll_self,sd300b_roll_self_00001725_09,00001725,9,low_positive_both_resolutions,ok,ok,true,,,true,152.01055924526162,152.01055924526162,true,0.0,true,true,true,true,0.3354,0.3763,0.6971,0.8554,336.1965,280.2566,true
sd300b,roll_self,sd300b_roll_self_00001725_10,00001725,10,low_positive_both_resolutions,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.0507,0.0891,0.6885,0.5639,306.5271,259.4399,true
sd300b,roll_self,sd300b_roll_self_00001726_06,00001726,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.3637,16.195,19.8996,16.7778,530.2017,467.0451,true
sd300b,roll_self,sd300b_roll_self_00001730_01,00001730,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,23.1146,17.1326,23.5954,17.775,725.17,640.0337,true
sd300b,roll_self,sd300b_roll_self_00001738_01,00001738,1,low_positive_both_resolutions,ok,ok,true,,,true,54.38764445112881,54.38764445112881,true,0.0,true,true,true,true,0.1087,0.2532,0.4078,0.7344,302.8282,272.9309,true
sd300b,roll_self,sd300b_roll_self_00001738_02,00001738,2,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0191,0.0857,0.3847,0.558,255.9269,215.1862,true
sd300b,roll_self,sd300b_roll_self_00001738_03,00001738,3,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0605,0.0863,0.4086,0.5623,218.1967,193.7857,true
sd300b,roll_self,sd300b_roll_self_00001738_04,00001738,4,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0189,0.0762,0.3853,0.5603,271.3419,229.9556,true
sd300b,roll_self,sd300b_roll_self_00001738_05,00001738,5,low_positive_both_resolutions,ok,ok,true,,,true,256.93659260276706,256.93659260276706,true,0.0,true,true,true,true,1.0313,1.1136,1.4384,1.6493,340.7822,288.0501,true
sd300b,roll_self,sd300b_roll_self_00001738_06,00001738,6,self_zero_sd300b_only,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0202,0.0744,0.3505,0.5701,279.5745,243.959,true
sd300b,roll_self,sd300b_roll_self_00001738_07,00001738,7,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0183,0.0828,0.3652,0.5424,248.3553,195.0666,true
sd300b,roll_self,sd300b_roll_self_00001738_08,00001738,8,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0268,0.0845,0.4203,0.6136,250.2733,190.0394,true
sd300b,roll_self,sd300b_roll_self_00001738_09,00001738,9,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0307,0.0783,0.4365,0.5664,252.0042,226.7573,true
sd300b,roll_self,sd300b_roll_self_00001738_10,00001738,10,self_zero_sd300c_only,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.027,0.0975,0.4184,0.5942,281.7735,250.8491,true
sd300b,roll_self,sd300b_roll_self_00001742_04,00001742,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,23.7376,15.7966,24.3439,16.3836,754.9203,664.1664,true
sd300b,roll_self,sd300b_roll_self_00001743_09,00001743,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,20.1906,18.416,20.8435,19.0935,573.3826,526.9321,true
sd300b,roll_self,sd300b_roll_self_00001743_10,00001743,10,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,19.5561,15.2543,20.0805,15.8901,519.4954,416.5744,true
sd300b,roll_self,sd300b_roll_self_00001753_02,00001753,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,21.0223,16.3009,21.6317,16.9233,660.9075,596.8699,true
sd300b,roll_self,sd300b_roll_self_00001756_05,00001756,5,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,18.5475,15.1008,19.0991,15.6809,497.3558,466.9248,true
sd300b,roll_self,sd300b_roll_self_00001757_04,00001757,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.3157,17.3842,19.8311,18.2032,547.0882,478.7237,true
sd300b,roll_self,sd300b_roll_self_00001763_08,00001763,8,low_positive_both_resolutions,ok,ok,true,,,true,280.253488904435,280.253488904435,true,0.0,true,true,true,true,1.1988,1.2813,1.6485,1.7727,394.8815,357.2828,true
sd300b,roll_self,sd300b_roll_self_00001763_09,00001763,9,low_positive_both_resolutions,ok,ok,true,,,true,220.93304311992287,220.93304311992287,true,0.0,true,true,true,true,0.8317,0.8237,1.2658,1.3579,358.3061,334.483,true
sd300b,roll_self,sd300b_roll_self_00001772_01,00001772,1,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,20.587,15.4844,21.1876,16.0803,560.6297,492.8435,true
sd300b,roll_self,sd300b_roll_self_00001777_04,00001777,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,22.842,16.2451,23.35,16.8611,485.1146,443.1538,true
sd300b,roll_self,sd300b_roll_self_00001780_10,00001780,10,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,23.701,16.6144,24.2133,17.2325,662.729,525.7376,true
sd300b,roll_self,sd300b_roll_self_00001785_03,00001785,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,18.23,14.6434,18.7119,15.32,445.948,402.2506,true
sd300b,roll_self,sd300b_roll_self_00001804_04,00001804,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.2881,15.3021,19.7695,15.9303,520.8164,478.4653,true
sd300b,roll_self,sd300b_roll_self_00001805_04,00001805,4,low_positive_both_resolutions,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.0343,0.0672,0.3891,0.5206,373.8974,332.6972,true
sd300b,roll_self,sd300b_roll_self_00001805_05,00001805,5,low_positive_both_resolutions,ok,ok,true,,,true,268.59504075360104,268.59504075360104,true,0.0,true,true,true,true,1.0515,1.195,1.4391,1.7063,428.0438,393.7446,true
sd300b,roll_self,sd300b_roll_self_00001805_10,00001805,10,low_positive_both_resolutions,ok,ok,true,,,true,268.59504075360104,268.59504075360104,true,0.0,true,true,true,true,1.1184,1.1542,1.5908,1.6382,410.574,339.4182,true
sd300b,roll_self,sd300b_roll_self_00001811_09,00001811,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,26.7866,16.9698,27.3541,17.5709,620.1564,541.5109,true
sd300b,roll_self,sd300b_roll_self_00001821_04,00001821,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,20.884,16.728,21.3894,17.3277,536.5625,482.7762,true
sd300b,roll_self,sd300b_roll_self_00001824_08,00001824,8,deterministic_positive_sample,ok,ok,true,,,true,1142.392574837074,1142.392574837074,true,0.0,true,true,true,true,17.3602,14.9046,17.9183,15.5011,505.4674,462.5315,true
sd300b,roll_self,sd300b_roll_self_00001838_04,00001838,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.494,15.1532,20.026,15.7888,488.4676,432.264,true
sd300b,roll_self,sd300b_roll_self_00001838_07,00001838,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,19.8586,15.93,20.3136,16.6458,513.6632,453.355,true
sd300b,roll_self,sd300b_roll_self_00001841_09,00001841,9,low_positive_both_resolutions,ok,ok,true,,,true,221.96124815026528,221.96124815026528,true,0.0,true,true,true,true,1.1582,0.8647,1.6439,1.3432,383.4078,322.7924,true
sd300b,roll_self,sd300b_roll_self_00001848_10,00001848,10,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,21.8595,16.5087,22.5777,17.1786,580.8572,520.2749,true
sd300b,roll_self,sd300b_roll_self_00001871_03,00001871,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,18.9821,17.1856,19.5726,17.8544,545.657,478.5197,true
sd300b,roll_self,sd300b_roll_self_00001872_03,00001872,3,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,19.9648,16.9367,20.4534,17.6471,588.6934,528.4646,true
