dataset,protocol,pair_id,subject_id,canonical_finger_position,strata,primary_status,rerun_status,status_equal,primary_error_code,rerun_error_code,error_code_equal,primary_raw_score,rerun_raw_score,raw_score_text_equal,raw_score_abs_delta,raw_score_within_tolerance,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,primary_method_compare_ms,rerun_method_compare_ms,primary_compare_ms,rerun_compare_ms,primary_total_ms,rerun_total_ms,reproducible
sd300c,roll_self,sd300c_roll_self_00001119_06,00001119,6,low_positive_both_resolutions,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.0416,0.1844,0.4643,0.892,811.9071,789.8117,true
sd300c,roll_self,sd300c_roll_self_00001119_07,00001119,7,low_positive_both_resolutions,ok,ok,true,,,true,54.38764445112881,54.38764445112881,true,0.0,true,true,true,true,0.1306,0.411,0.5905,1.1973,731.1781,710.7814,true
sd300c,roll_self,sd300c_roll_self_00001119_08,00001119,8,low_positive_both_resolutions,ok,ok,true,,,true,86.92861580798822,86.92861580798822,true,0.0,true,true,true,true,0.1947,0.3535,0.6106,1.0893,734.777,720.1249,true
sd300c,roll_self,sd300c_roll_self_00001119_09,00001119,9,low_positive_both_resolutions,ok,ok,true,,,true,41.88229363871244,41.88229363871244,true,0.0,true,true,true,true,0.087299,0.2071,0.4865,0.9768,771.4757,771.7223,true
sd300c,roll_self,sd300c_roll_self_00001119_10,00001119,10,low_positive_both_resolutions,ok,ok,true,,,true,54.38764445112881,54.38764445112881,true,0.0,true,true,true,true,0.1576,0.2953,0.6489,1.1056,752.6149,722.0081,true
sd300c,roll_self,sd300c_roll_self_00001127_07,00001127,7,low_positive_both_resolutions,ok,ok,true,,,true,225.68323872314414,225.68323872314414,true,0.0,true,true,true,true,1.828601,2.5349,2.2575,3.3998,804.7853,809.1581,true
sd300c,roll_self,sd300c_roll_self_00001134_03,00001134,3,low_positive_both_resolutions,ok,ok,true,,,true,210.3027999994313,210.3027999994313,true,0.0,true,true,true,true,0.7203,0.8991,1.166,1.572,703.1854,709.3836,true
sd300c,roll_self,sd300c_roll_self_00001137_03,00001137,3,low_positive_both_resolutions,ok,ok,true,,,true,31.89454412241004,31.89454412241004,true,0.0,true,true,true,true,0.0688,0.2,0.5248,0.9285,820.4958,813.1971,true
sd300c,roll_self,sd300c_roll_self_00001137_09,00001137,9,low_positive_both_resolutions,ok,ok,true,,,true,152.01055924526162,152.01055924526162,true,0.0,true,true,true,true,0.423201,0.4829,0.8622,1.1829,818.529,818.8972,true
sd300c,roll_self,sd300c_roll_self_00001141_03,00001141,3,low_positive_both_resolutions,ok,ok,true,,,true,208.24638993874657,208.24638993874657,true,0.0,true,true,true,true,0.7827,0.9091,1.2153,1.635,854.6547,816.2558,true
sd300c,roll_self,sd300c_roll_self_00001141_04,00001141,4,low_positive_both_resolutions,ok,ok,true,,,true,16.586865026205977,16.586865026205977,true,0.0,true,true,true,true,0.047601,0.1432,0.4424,0.8623,782.9134,743.6978,true
sd300c,roll_self,sd300c_roll_self_00001141_05,00001141,5,low_positive_both_resolutions,ok,ok,true,,,true,86.92861580798822,86.92861580798822,true,0.0,true,true,true,true,0.1811,0.3457,0.665,1.2053,725.8244,717.6213,true
sd300c,roll_self,sd300c_roll_self_00001141_08,00001141,8,low_positive_both_resolutions,ok,ok,true,,,true,152.01055924526162,152.01055924526162,true,0.0,true,true,true,true,0.376701,0.8069,0.8241,1.5578,828.9741,821.9791,true
sd300c,roll_self,sd300c_roll_self_00001141_09,00001141,9,low_positive_both_resolutions,ok,ok,true,,,true,54.38764445112881,54.38764445112881,true,0.0,true,true,true,true,0.120099,0.3483,0.5565,0.9955,716.1494,730.0923,true
sd300c,roll_self,sd300c_roll_self_00001141_10,00001141,10,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.049799,0.2454,0.4874,1.0331,658.5848,653.3317,true
sd300c,roll_self,sd300c_roll_self_00001145_10,00001145,10,low_positive_both_resolutions,ok,ok,true,,,true,231.75913481762254,231.75913481762254,true,0.0,true,true,true,true,0.9144,1.1016,1.344,1.7873,754.4984,751.3511,true
sd300c,roll_self,sd300c_roll_self_00001153_10,00001153,10,low_positive_both_resolutions,ok,ok,true,,,true,41.88229363871244,41.88229363871244,true,0.0,true,true,true,true,0.086,0.1936,0.5099,1.0004,726.6385,706.6171,true
sd300c,roll_self,sd300c_roll_self_00001154_01,00001154,1,deterministic_positive_sample,ok,ok,true,,,true,815.7281078319979,815.7281078319979,true,0.0,true,true,true,true,8.1609,9.0804,8.7259,9.9851,889.4679,871.568,true
sd300c,roll_self,sd300c_roll_self_00001172_07,00001172,7,low_positive_both_resolutions,ok,ok,true,,,true,244.34786371019484,244.34786371019484,true,0.0,true,true,true,true,1.018099,1.1776,1.4593,1.8079,874.7619,862.9317,true
sd300c,roll_self,sd300c_roll_self_00001173_01,00001173,1,deterministic_positive_sample,ok,ok,true,,,true,1118.684960262099,1118.684960262099,true,0.0,true,true,true,true,15.9422,17.9386,16.4819,18.8937,1171.1769,1158.1935,true
sd300c,roll_self,sd300c_roll_self_00001186_05,00001186,5,deterministic_positive_sample,ok,ok,true,,,true,497.1464284521969,497.1464284521969,true,0.0,true,true,true,true,5.2971,5.6251,5.801,6.4157,980.7303,963.74,true
sd300c,roll_self,sd300c_roll_self_00001186_06,00001186,6,low_positive_both_resolutions,ok,ok,true,,,true,256.93659260276706,256.93659260276706,true,0.0,true,true,true,true,0.952901,1.1315,1.384,1.8119,932.3557,921.8128,true
sd300c,roll_self,sd300c_roll_self_00001188_09,00001188,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.6011,17.2874,16.138,18.1663,1023.9436,1017.8354,true
sd300c,roll_self,sd300c_roll_self_00001194_03,00001194,3,low_positive_both_resolutions,ok,ok,true,,,true,221.96124815026528,221.96124815026528,true,0.0,true,true,true,true,0.887,0.9459,1.3365,1.5956,863.195,854.9567,true
sd300c,roll_self,sd300c_roll_self_00001194_04,00001194,4,low_positive_both_resolutions,ok,ok,true,,,true,128.69366294359375,128.69366294359375,true,0.0,true,true,true,true,0.2743,0.4114,0.6743,1.0521,776.9428,763.2484,true
sd300c,roll_self,sd300c_roll_self_00001194_05,00001194,5,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.1319,0.2402,0.5494,0.9363,759.1338,742.7431,true
sd300c,roll_self,sd300c_roll_self_00001194_10,00001194,10,low_positive_both_resolutions,ok,ok,true,,,true,198.64435184859735,198.64435184859735,true,0.0,true,true,true,true,0.5846,0.707,1.0283,1.4336,764.5607,763.2038,true
sd300c,roll_self,sd300c_roll_self_00001204_09,00001204,9,low_positive_both_resolutions,ok,ok,true,,,true,221.96124815026528,221.96124815026528,true,0.0,true,true,true,true,0.9478,0.9355,1.3598,1.5781,793.1028,768.1968,true
sd300c,roll_self,sd300c_roll_self_00001204_10,00001204,10,low_positive_both_resolutions,ok,ok,true,,,true,233.61969630109917,233.61969630109917,true,0.0,true,true,true,true,0.9115,1.0917,1.326,1.7935,721.4239,714.7122,true
sd300c,roll_self,sd300c_roll_self_00001206_01,00001206,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.9946,16.5941,16.5569,17.3848,1277.3035,1275.2579,true
sd300c,roll_self,sd300c_roll_self_00001223_10,00001223,10,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.6602,17.349,15.1625,18.2296,966.6179,950.852,true
sd300c,roll_self,sd300c_roll_self_00001224_05,00001224,5,deterministic_positive_sample,ok,ok,true,,,true,1118.684960262099,1118.684960262099,true,0.0,true,true,true,true,14.5874,15.6986,15.0664,16.4655,963.1129,971.9566,true
sd300c,roll_self,sd300c_roll_self_00001231_07,00001231,7,low_positive_both_resolutions,ok,ok,true,,,true,268.59504075360104,268.59504075360104,true,0.0,true,true,true,true,1.1231,1.2827,1.5371,1.9517,655.7308,657.8219,true
sd300c,roll_self,sd300c_roll_self_00001232_01,00001232,1,low_positive_both_resolutions,ok,ok,true,,,true,233.61969630109917,233.61969630109917,true,0.0,true,true,true,true,0.8008,3.9308,1.2136,4.6401,909.1692,936.974,true
sd300c,roll_self,sd300c_roll_self_00001232_04,00001232,4,low_positive_both_resolutions,ok,ok,true,,,true,140.35211109442767,140.35211109442767,true,0.0,true,true,true,true,0.3339,0.4774,0.7522,1.1032,910.5986,901.4885,true
sd300c,roll_self,sd300c_roll_self_00001232_05,00001232,5,self_zero_both_resolutions,ok,ok,true,,,true,0.0,0.0,true,0.0,true,true,true,true,0.0278,0.0988,0.4343,0.7155,856.529,833.7631,true
sd300c,roll_self,sd300c_roll_self_00001233_09,00001233,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.6358,15.823,17.1557,16.6282,998.9455,1004.0756,true
sd300c,roll_self,sd300c_roll_self_00001241_03,00001241,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.4123,14.9628,14.9067,15.9024,900.252,902.2365,true
sd300c,roll_self,sd300c_roll_self_00001243_02,00001243,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.7375,15.8941,16.2532,16.6762,992.0824,1000.9949,true
sd300c,roll_self,sd300c_roll_self_00001254_06,00001254,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,13.6614,14.4185,14.1471,15.1546,910.6071,941.0283,true
sd300c,roll_self,sd300c_roll_self_00001260_06,00001260,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.4813,17.0086,14.978,17.7877,956.3588,976.1834,true
sd300c,roll_self,sd300c_roll_self_00001266_06,00001266,6,low_positive_both_resolutions,ok,ok,true,,,true,175.32745590870678,175.32745590870678,true,0.0,true,true,true,true,0.4568,0.6029,0.9065,1.2594,848.7406,870.2854,true
sd300c,roll_self,sd300c_roll_self_00001266_10,00001266,10,low_positive_both_resolutions,ok,ok,true,,,true,163.6690077578728,163.6690077578728,true,0.0,true,true,true,true,0.409,0.5072,0.8369,1.1393,719.8209,712.1384,true
sd300c,roll_self,sd300c_roll_self_00001277_02,00001277,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.8585,16.2547,16.3668,17.0704,959.2317,954.9114,true
sd300c,roll_self,sd300c_roll_self_00001281_02,00001281,2,low_positive_both_resolutions,ok,ok,true,,,true,256.93659260276706,256.93659260276706,true,0.0,true,true,true,true,0.9422,1.0594,1.4168,1.6755,773.6893,808.2453,true
sd300c,roll_self,sd300c_roll_self_00001281_03,00001281,3,low_positive_both_resolutions,ok,ok,true,,,true,106.65812994866988,106.65812994866988,true,0.0,true,true,true,true,0.1999,0.3971,0.582,1.0493,804.5323,820.9195,true
sd300c,roll_self,sd300c_roll_self_00001281_04,00001281,4,low_positive_both_resolutions,ok,ok,true,,,true,268.59504075360104,268.59504075360104,true,0.0,true,true,true,true,1.045,1.2269,1.4238,1.8909,839.8518,846.1033,true
sd300c,roll_self,sd300c_roll_self_00001281_07,00001281,7,low_positive_both_resolutions,ok,ok,true,,,true,198.64435184859735,198.64435184859735,true,0.0,true,true,true,true,0.5988,0.801,1.0079,1.4378,832.6383,831.1336,true
sd300c,roll_self,sd300c_roll_self_00001281_10,00001281,10,low_positive_both_resolutions,ok,ok,true,,,true,140.35211109442767,140.35211109442767,true,0.0,true,true,true,true,0.2862,0.4167,0.6811,1.0385,799.2241,804.5261,true
sd300c,roll_self,sd300c_roll_self_00001286_09,00001286,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.3148,17.1553,15.8086,18.0528,966.5122,978.8684,true
sd300c,roll_self,sd300c_roll_self_00001299_07,00001299,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.8491,18.2166,15.3579,19.0058,1301.2602,1318.7369,true
sd300c,roll_self,sd300c_roll_self_00001300_06,00001300,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.2456,16.1169,15.679,16.9109,1015.8141,1001.1482,true
sd300c,roll_self,sd300c_roll_self_00001318_05,00001318,5,low_positive_both_resolutions,ok,ok,true,,,true,86.92861580798822,86.92861580798822,true,0.0,true,true,true,true,0.1642,0.2644,0.6119,0.904,719.4985,717.0629,true
sd300c,roll_self,sd300c_roll_self_00001318_06,00001318,6,low_positive_both_resolutions,ok,ok,true,,,true,106.65812994866988,106.65812994866988,true,0.0,true,true,true,true,0.2247,0.3355,0.6422,1.1031,756.3763,762.3137,true
sd300c,roll_self,sd300c_roll_self_00001318_08,00001318,8,low_positive_both_resolutions,ok,ok,true,,,true,175.32745590870678,175.32745590870678,true,0.0,true,true,true,true,0.4828,0.8477,0.8928,1.6602,857.0848,856.0473,true
sd300c,roll_self,sd300c_roll_self_00001318_09,00001318,9,low_positive_both_resolutions,ok,ok,true,,,true,186.98590369776346,186.98590369776346,true,0.0,true,true,true,true,0.5528,0.6638,0.9567,1.1766,779.7162,782.9069,true
sd300c,roll_self,sd300c_roll_self_00001318_10,00001318,10,low_positive_both_resolutions,ok,ok,true,,,true,23.165117663467225,23.165117663467225,true,0.0,true,true,true,true,0.0655,0.1454,0.4848,0.7072,730.5623,722.1409,true
sd300c,roll_self,sd300c_roll_self_00001347_04,00001347,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,17.4378,15.5693,18.0755,16.3082,1161.3608,1160.8488,true
sd300c,roll_self,sd300c_roll_self_00001347_07,00001347,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.3966,16.5661,15.8954,17.4267,1063.4355,1062.0893,true
sd300c,roll_self,sd300c_roll_self_00001349_03,00001349,3,deterministic_positive_sample,ok,ok,true,,,true,1023.8545041328616,1023.8545041328616,true,0.0,true,true,true,true,14.1682,15.9169,14.6696,16.7015,945.2754,952.3493,true
sd300c,roll_self,sd300c_roll_self_00001351_06,00001351,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.6352,15.7108,15.1328,16.3923,995.6912,1009.2994,true
sd300c,roll_self,sd300c_roll_self_00001355_10,00001355,10,low_positive_both_resolutions,ok,ok,true,,,true,303.57038520610286,303.57038520610286,true,0.0,true,true,true,true,1.3286,1.5286,1.7617,2.145,751.518,749.3997,true
sd300c,roll_self,sd300c_roll_self_00001362_02,00001362,2,low_positive_both_resolutions,ok,ok,true,,,true,198.64435184859735,198.64435184859735,true,0.0,true,true,true,true,0.5429,0.7049,1.0032,1.3885,499.4076,499.5479,true
sd300c,roll_self,sd300c_roll_self_00001362_10,00001362,10,deterministic_positive_sample,ok,ok,true,,,true,874.3202417200175,874.3202417200175,true,0.0,true,true,true,true,9.0249,9.4277,9.4805,10.0932,581.7189,570.4168,true
sd300c,roll_self,sd300c_roll_self_00001364_07,00001364,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.6012,15.5102,15.0971,16.4739,1075.4359,1040.098,true
sd300c,roll_self,sd300c_roll_self_00001379_01,00001379,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.1674,16.8725,15.7073,17.8269,1145.8485,1124.5501,true
sd300c,roll_self,sd300c_roll_self_00001384_10,00001384,10,deterministic_positive_sample,ok,ok,true,,,true,886.2357411284371,886.2357411284371,true,0.0,true,true,true,true,9.1027,9.8748,9.5493,10.5107,904.3203,893.9535,true
sd300c,roll_self,sd300c_roll_self_00001401_06,00001401,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.5443,15.8827,15.029,16.5566,1112.6531,1128.2563,true
sd300c,roll_self,sd300c_roll_self_00001403_02,00001403,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.2804,16.7589,16.8686,17.4871,896.9866,908.995,true
sd300c,roll_self,sd300c_roll_self_00001408_06,00001408,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.7394,16.1687,15.225,17.0288,1074.948,1088.2595,true
sd300c,roll_self,sd300c_roll_self_00001411_07,00001411,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.8559,16.8954,17.4225,17.6086,972.9583,1004.7101,true
sd300c,roll_self,sd300c_roll_self_00001439_02,00001439,2,low_positive_both_resolutions,ok,ok,true,,,true,431.81331450349893,431.81331450349893,true,0.0,true,true,true,true,2.4898,2.7789,2.9393,3.3958,864.948,872.809,true
sd300c,roll_self,sd300c_roll_self_00001439_05,00001439,5,low_positive_both_resolutions,ok,ok,true,,,true,31.89454412241004,31.89454412241004,true,0.0,true,true,true,true,0.0538,0.1488,0.5062,0.7061,745.8058,747.7176,true
sd300c,roll_self,sd300c_roll_self_00001439_06,00001439,6,low_positive_both_resolutions,ok,ok,true,,,true,128.69366294359375,128.69366294359375,true,0.0,true,true,true,true,0.2815,0.397,0.6868,0.9966,761.2445,771.7782,true
sd300c,roll_self,sd300c_roll_self_00001439_10,00001439,10,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.1314,0.2495,0.5695,0.8176,721.9733,740.1781,true
sd300c,roll_self,sd300c_roll_self_00001440_06,00001440,6,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,17.008,16.1606,17.6192,16.9224,1113.0511,1124.1643,true
sd300c,roll_self,sd300c_roll_self_00001440_10,00001440,10,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.9174,16.1579,15.4871,16.8378,1068.6266,1073.0886,true
sd300c,roll_self,sd300c_roll_self_00001449_09,00001449,9,low_positive_both_resolutions,ok,ok,true,,,true,525.0809000719476,525.0809000719476,true,0.0,true,true,true,true,3.1015,3.6247,3.4996,4.3844,710.9826,718.7457,true
sd300c,roll_self,sd300c_roll_self_00001450_07,00001450,7,low_positive_both_resolutions,ok,ok,true,,,true,269.0384377401452,269.0384377401452,true,0.0,true,true,true,true,4.3603,4.619,4.7681,5.1925,776.3424,764.4539,true
sd300c,roll_self,sd300c_roll_self_00001450_10,00001450,10,low_positive_both_resolutions,ok,ok,true,,,true,256.93659260276706,256.93659260276706,true,0.0,true,true,true,true,0.9435,1.0154,1.3593,1.5732,798.758,795.5131,true
sd300c,roll_self,sd300c_roll_self_00001455_01,00001455,1,low_positive_both_resolutions,ok,ok,true,,,true,128.69366294359375,128.69366294359375,true,0.0,true,true,true,true,0.3067,0.3872,0.8529,0.947,757.8571,734.3181,true
sd300c,roll_self,sd300c_roll_self_00001455_10,00001455,10,low_positive_both_resolutions,ok,ok,true,,,true,247.65704220392735,247.65704220392735,true,0.0,true,true,true,true,2.7717,2.7909,3.1756,3.3611,795.7086,778.5087,true
sd300c,roll_self,sd300c_roll_self_00001463_08,00001463,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.3037,16.2183,15.8063,16.9247,1326.9912,1339.4151,true
sd300c,roll_self,sd300c_roll_self_00001467_02,00001467,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.2831,15.9576,14.8536,16.6152,982.9179,986.5674,true
sd300c,roll_self,sd300c_roll_self_00001474_08,00001474,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.1088,17.2109,15.5745,17.9236,1039.199,1035.2294,true
sd300c,roll_self,sd300c_roll_self_00001479_03,00001479,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,16.5412,15.9466,17.0364,16.6302,945.7677,929.175,true
sd300c,roll_self,sd300c_roll_self_00001485_10,00001485,10,low_positive_both_resolutions,ok,ok,true,,,true,69.50512088332607,69.50512088332607,true,0.0,true,true,true,true,0.1308,0.2054,0.5386,0.8992,724.9537,720.7955,true
sd300c,roll_self,sd300c_roll_self_00001491_07,00001491,7,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,14.8732,16.466,15.353,17.1456,895.462,934.2752,true
sd300c,roll_self,sd300c_roll_self_00001509_05,00001509,5,deterministic_positive_sample,ok,ok,true,,,true,1142.392574837074,1142.392574837074,true,0.0,true,true,true,true,14.8672,15.9363,15.3837,16.6366,1174.7804,1181.2743,true
sd300c,roll_self,sd300c_roll_self_00001513_03,00001513,3,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.3622,15.3141,14.9516,16.0074,920.0004,912.5826,true
sd300c,roll_self,sd300c_roll_self_00001513_07,00001513,7,low_positive_both_resolutions,ok,ok,true,,,true,338.5457296586046,338.5457296586046,true,0.0,true,true,true,true,1.4878,1.6442,1.8869,2.1919,752.9401,744.6482,true
sd300c,roll_self,sd300c_roll_self_00001515_05,00001515,5,low_positive_both_resolutions,ok,ok,true,,,true,232.64290152227397,232.64290152227397,true,0.0,true,true,true,true,0.8727,0.9757,1.3815,1.5623,778.5617,761.5307,true
sd300c,roll_self,sd300c_roll_self_00001518_02,00001518,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.0896,15.8349,14.6764,16.5042,827.7584,844.7164,true
sd300c,roll_self,sd300c_roll_self_00001518_04,00001518,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.0702,15.6605,15.5413,16.3729,900.07,888.8266,true
sd300c,roll_self,sd300c_roll_self_00001532_07,00001532,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.6569,16.8166,16.1444,17.488,927.5872,944.1483,true
sd300c,roll_self,sd300c_roll_self_00001539_04,00001539,4,low_positive_both_resolutions,ok,ok,true,,,true,256.0485973492896,256.0485973492896,true,0.0,true,true,true,true,0.9157,1.0845,1.3947,1.6362,750.7703,777.1659,true
sd300c,roll_self,sd300c_roll_self_00001539_09,00001539,9,low_positive_both_resolutions,ok,ok,true,,,true,202.6279838800902,202.6279838800902,true,0.0,true,true,true,true,1.4846,1.6774,1.8822,2.4144,702.3532,707.0427,true
sd300c,roll_self,sd300c_roll_self_00001545_10,00001545,10,low_positive_both_resolutions,ok,ok,true,,,true,221.96124815026528,221.96124815026528,true,0.0,true,true,true,true,1.0022,1.0857,1.4184,1.7784,825.4508,829.9012,true
sd300c,roll_self,sd300c_roll_self_00001547_10,00001547,10,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,14.4708,15.8076,15.1985,16.4224,915.4969,922.7601,true
sd300c,roll_self,sd300c_roll_self_00001551_09,00001551,9,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.416,15.9177,14.876,16.5478,647.9954,636.717,true
sd300c,roll_self,sd300c_roll_self_00001556_07,00001556,7,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,14.7194,16.284,15.1967,16.9452,972.0448,963.9335,true
sd300c,roll_self,sd300c_roll_self_00001566_02,00001566,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.6561,15.609,15.2739,16.2691,951.2685,1015.7255,true
sd300c,roll_self,sd300c_roll_self_00001572_01,00001572,1,low_positive_both_resolutions,ok,ok,true,,,true,140.35211109442767,140.35211109442767,true,0.0,true,true,true,true,0.2819,0.3855,0.6881,0.9046,701.3478,697.8445,true
sd300c,roll_self,sd300c_roll_self_00001572_02,00001572,2,low_positive_both_resolutions,ok,ok,true,,,true,186.98590369776346,186.98590369776346,true,0.0,true,true,true,true,0.4909,0.782,0.8841,1.3817,666.4782,656.4218,true
sd300c,roll_self,sd300c_roll_self_00001572_03,00001572,3,low_positive_both_resolutions,ok,ok,true,,,true,268.59504075360104,268.59504075360104,true,0.0,true,true,true,true,1.0104,1.155,1.4084,1.6303,624.3095,614.1966,true
sd300c,roll_self,sd300c_roll_self_00001572_04,00001572,4,low_positive_both_resolutions,ok,ok,true,,,true,186.98590369776346,186.98590369776346,true,0.0,true,true,true,true,0.4803,0.592,0.8817,1.0926,637.9276,636.4408,true
sd300c,roll_self,sd300c_roll_self_00001572_05,00001572,5,low_positive_both_resolutions,ok,ok,true,,,true,86.92861580798822,86.92861580798822,true,0.0,true,true,true,true,0.1527,0.2517,0.5499,0.7365,674.3967,674.1756,true
sd300c,roll_self,sd300c_roll_self_00001580_07,00001580,7,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.625,15.654,15.1833,16.304,871.2837,908.1372,true
sd300c,roll_self,sd300c_roll_self_00001586_04,00001586,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.3281,16.0898,14.8502,16.7867,891.4929,924.9321,true
sd300c,roll_self,sd300c_roll_self_00001587_08,00001587,8,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,15.0455,17.183,15.5449,17.8381,1051.0441,1074.9731,true
sd300c,roll_self,sd300c_roll_self_00001591_02,00001591,2,deterministic_positive_sample,ok,ok,true,,,true,1154.2463823054504,1154.2463823054504,true,0.0,true,true,true,true,14.9241,15.9897,15.3468,16.6355,927.3803,916.4973,true
sd300c,roll_self,sd300c_roll_self_00001597_01,00001597,1,deterministic_positive_sample,ok,ok,true,,,true,1166.1001890502716,1166.1001890502716,true,0.0,true,true,true,true,14.9075,16.282,15.3499,16.9237,1148.2793,1114.9581,true
sd300c,roll_self,sd300c_roll_self_00001600_04,00001600,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.8772,16.656,15.3695,17.5608,1060.6533,1057.3281,true
sd300c,roll_self,sd300c_roll_self_00001611_01,00001611,1,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,17.0227,18.3787,17.5133,19.0491,1036.7084,1015.4379,true
sd300c,roll_self,sd300c_roll_self_00001613_04,00001613,4,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,17.4667,16.4181,18.0173,17.0291,1206.2981,1183.6825,true
sd300c,roll_self,sd300c_roll_self_00001621_02,00001621,2,deterministic_positive_sample,ok,ok,true,,,true,1177.9539965186484,1177.9539965186484,true,0.0,true,true,true,true,14.8319,19.7652,15.3571,20.4623,977.402,983.1743,true
