pair_id,dataset,protocol,subject_id,canonical_finger_position,method,method_version,config_hash,manifest_sha256,raw_score,prepare_a_ms,prepare_b_ms,compare_ms,total_ms,status,error_code,error_message
sd300c_plain_self_00001007_05,sd300c,plain_self,00001007,5,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,443.471763,134.1252,135.6838,3.1572,272.9796,ok,,
sd300c_plain_self_00001007_06,sd300c,plain_self,00001007,6,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,863.175896,280.9329,274.0278,9.5546,564.5302,ok,,
sd300c_plain_self_00001007_07,sd300c,plain_self,00001007,7,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,664.982278,135.1715,134.1625,5.6279,274.9766,ok,,
sd300c_plain_self_00001007_08,sd300c,plain_self,00001007,8,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,490.105555,114.0286,112.251,3.9446,230.2391,ok,,
sd300c_plain_self_00001007_09,sd300c,plain_self,00001007,9,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,431.813315,129.737,125.5131,3.0099,258.2733,ok,,
sd300c_plain_self_00001007_10,sd300c,plain_self,00001007,10,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,210.3028,75.0396,75.6761,1.0736,151.8029,ok,,
sd300c_plain_self_00001008_01,sd300c,plain_self,00001008,1,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,956.205239,289.184,285.7034,10.4622,585.3648,ok,,
sd300c_plain_self_00001008_02,sd300c,plain_self,00001008,2,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,385.179522,88.7642,87.0476,2.6313,178.4568,ok,,
sd300c_plain_self_00001008_03,sd300c,plain_self,00001008,3,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,630.006933,93.6635,92.3772,5.6214,191.6764,ok,,
sd300c_plain_self_00001008_04,sd300c,plain_self,00001008,4,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,536.739348,102.4469,101.9462,4.1063,208.5131,ok,,
sd300c_plain_self_00001008_05,sd300c,plain_self,00001008,5,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,525.0809,85.7595,86.1266,4.4806,176.3813,ok,,
sd300c_plain_self_00001008_06,sd300c,plain_self,00001008,6,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,1177.954,280.5895,276.7481,15.2312,572.5833,ok,,
sd300c_plain_self_00001008_07,sd300c,plain_self,00001008,7,sourceafis,3.18.1,64bd0cbef20f418b1d8042dce4020289860fe9a9fe4e4371d627edbc46cda531,b80e3978fad60a4977d959286d8ab5bf342577da44e487e7abe22ce0063ad004,536.739348,82.7925,82.4777,4.2544,169.5388,ok,,
