dataset,subject_id,canonical_finger_position,plain_self_status,plain_self_raw_score,roll_self_status,roll_self_raw_score,base_plain_roll_pair_id,reason_flags
sd300c,00001374,4,ok,0.0,ok,1130.5387680922524,sd300c_plain_roll_00001374_04,plain_self_below_40
sd300c,00001374,5,,,ok,1166.1001890502716,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001383,10,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001389,9,ok,0.0,ok,1154.2463823054504,sd300c_plain_roll_00001389_09,plain_self_below_40
sd300c,00001389,10,ok,0.0,ok,1154.6371002169808,sd300c_plain_roll_00001389_10,plain_self_below_40
sd300c,00001405,1,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001405,6,,,ok,874.8343442351886,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001417,1,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001417,6,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,1,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,3,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,4,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,6,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,7,,,ok,1177.9539965186484,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001437,8,,,ok,1166.1001890502716,,missing_plain_self_identity;missing_plain_roll_pair
sd300c,00001439,2,ok,0.0,ok,431.81331450349893,sd300c_plain_roll_00001439_02,plain_self_below_40
