candidate_id,selection_eligible,score_mode,primary_target_far,thresholds_by_dataset_json,macro_impostor_acceptance_at_primary,primary_far_guardrail,macro_plain_roll_tar_at_primary,macro_self_acceptance_at_primary,zero_score_rate,geometry_failure_rate,preparation_failure_rate,median_total_ms,macro_roc_auc,macro_eer,macro_plain_roll_tar_at_far_0_001,macro_impostor_far_at_far_0_001,macro_plain_roll_tar_at_far_0_005,macro_impostor_far_at_far_0_005,macro_plain_roll_tar_at_far_0_01,macro_impostor_far_at_far_0_01,selected,conclusion,decision_rationale
rootsift,True,geometric_inlier_ratio,0.01,"{""sd300b"": 1.0, ""sd300c"": 0.9}",0.0075,0.010000000001,0.0,1.0,0.0635593220338983,0.0635593220338983,0.0,574.5830000000001,0.8049305555555556,0.25375000000000003,0.0,0.0,0.0,0.005,0.0,0.0075,False,reject,rejected: lower ordered development objective than selected configuration
rootsift,True,inliers_over_min_keypoints,0.01,"{""sd300b"": 0.006666666666666667, ""sd300c"": 0.015}",0.01,0.010000000001,0.0,1.0,0.0635593220338983,0.0635593220338983,0.0,574.5830000000001,0.9156249999999999,0.13944444444444443,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
rootsift,True,inliers_times_inlier_ratio_times_log1p_matches,0.01,"{""sd300b"": 24.62895792492382, ""sd300c"": 159.23893812533518}",0.01,0.010000000001,0.0,1.0,0.0635593220338983,0.0635593220338983,0.0,574.5830000000001,0.9090625,0.14069444444444446,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
bidirectional_union,True,geometric_inlier_count,0.01,"{""sd300b"": 15.0, ""sd300c"": 45.0}",0.01,0.010000000001,0.0,1.0,0.00211864406779661,0.00211864406779661,0.0,596.5155,0.9454513888888889,0.10361111111111111,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
bidirectional_union,True,geometric_inlier_ratio,0.01,"{""sd300b"": 0.4838709677419355, ""sd300c"": 0.7014925373134329}",0.01,0.010000000001,0.0,1.0,0.00211864406779661,0.00211864406779661,0.0,596.5155,0.8649305555555555,0.21166666666666667,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
bidirectional_union,True,inliers_over_min_keypoints,0.01,"{""sd300b"": 0.006666666666666667, ""sd300c"": 0.015}",0.01,0.010000000001,0.0,1.0,0.00211864406779661,0.00211864406779661,0.0,596.5155,0.9558680555555557,0.14013888888888887,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
bidirectional_union,True,inliers_times_inlier_ratio_times_log1p_matches,0.01,"{""sd300b"": 22.40742488444626, ""sd300c"": 139.11779881692567}",0.01,0.010000000001,0.0,1.0,0.00211864406779661,0.00211864406779661,0.0,596.5155,0.937673611111111,0.12125,0.0,0.0,0.0,0.005,0.0,0.01,False,reject,rejected: lower ordered development objective than selected configuration
mutual_consistency,True,geometric_inlier_count,0.01,"{""sd300b"": 4.0, ""sd300c"": 4.0}",0.01,0.010000000001,0.5,1.0,0.6546610169491526,0.6546610169491526,0.0,596.80855,0.9610069444444445,0.09,0.45833333333333337,0.0,0.45833333333333337,0.0,0.5,0.01,True,retain,best development-only ordered objective after safety guardrails
mutual_consistency,True,geometric_inlier_ratio,0.01,"{""sd300b"": 1.0000000000000002, ""sd300c"": 0.75}",0.005,0.010000000001,0.0,0.5,0.6546610169491526,0.6546610169491526,0.0,596.80855,0.9228472222222222,0.1852777777777778,0.0,0.0,0.0,0.0,0.0,0.005,False,reject,rejected: lower ordered development objective than selected configuration
mutual_consistency,True,inliers_over_min_keypoints,0.01,"{""sd300b"": 0.003045685279187817, ""sd300c"": 0.0035587188612099642}",0.005,0.010000000001,0.125,1.0,0.6546610169491526,0.6546610169491526,0.0,596.80855,0.9610763888888889,0.08930555555555555,0.125,0.0,0.125,0.005,0.125,0.005,False,reject,rejected: lower ordered development objective than selected configuration
mutual_consistency,True,inliers_times_inlier_ratio_times_log1p_matches,0.01,"{""sd300b"": 4.158883083359672, ""sd300c"": 4.093484609767192}",0.0025,0.010000000001,0.5,1.0,0.6546610169491526,0.6546610169491526,0.0,596.80855,0.9572916666666667,0.11180555555555555,0.5,0.0,0.5,0.0025,0.5,0.0025,False,reject,rejected: lower ordered development objective than selected configuration
valid_region,True,geometric_inlier_count,0.01,"{""sd300b"": 4.0, ""sd300c"": 4.0}",0.01,0.010000000001,0.5,1.0,0.6567796610169492,0.6567796610169492,0.0,1084.0692,0.9612152777777778,0.09,0.45833333333333337,0.0,0.45833333333333337,0.0,0.5,0.01,False,reject,rejected: lower ordered development objective than selected configuration
valid_region,True,geometric_inlier_ratio,0.01,"{""sd300b"": 1.0000000000000002, ""sd300c"": 0.75}",0.005,0.010000000001,0.0,0.5,0.6567796610169492,0.6567796610169492,0.0,1084.0692,0.9238194444444444,0.1840277777777778,0.0,0.0,0.0,0.0,0.0,0.005,False,reject,rejected: lower ordered development objective than selected configuration
valid_region,True,inliers_over_min_keypoints,0.01,"{""sd300b"": 0.003045685279187817, ""sd300c"": 0.0035587188612099642}",0.005,0.010000000001,0.125,1.0,0.6567796610169492,0.6567796610169492,0.0,1084.0692,0.9612499999999999,0.08930555555555555,0.125,0.0,0.125,0.005,0.125,0.005,False,reject,rejected: lower ordered development objective than selected configuration
valid_region,True,inliers_times_inlier_ratio_times_log1p_matches,0.01,"{""sd300b"": 4.158883083359672, ""sd300c"": 4.093484609767192}",0.0025,0.010000000001,0.5,1.0,0.6567796610169492,0.6567796610169492,0.0,1084.0692,0.9576041666666666,0.11055555555555555,0.5,0.0,0.5,0.0025,0.5,0.0025,False,reject,rejected: lower ordered development objective than selected configuration
